Selectare medie dupa ID,2020-04-22 21:55:49.814
Adaugare medie noua,2020-04-22 21:56:02.67
Selectare candidat dupa ID,2020-04-22 21:56:02.67
Selectare specializare dupa ID,2020-04-22 21:56:02.671
Adaugare optiune noua,2020-04-22 21:56:02.671
Incarcare facultati din csv,2020-04-22 22:04:28.766
Incarcare candidati din csv,2020-04-22 22:04:28.776
Incarcare facultati din csv,2020-04-22 22:04:28.777
Incarcare specializari din csv,2020-04-22 22:04:28.778
Selectare facultate dupa ID,2020-04-22 22:04:28.779
Incarcare repartizare din csv,2020-04-22 22:04:28.779
Selectare candidat dupa ID,2020-04-22 22:04:28.78
Selectare specializare dupa ID,2020-04-22 22:04:28.78
Selectare medie dupa ID,2020-04-22 22:04:28.78
Incarcare facultati din csv,2020-04-22 22:06:06.768
Incarcare candidati din csv,2020-04-22 22:06:06.778
Incarcare facultati din csv,2020-04-22 22:06:06.779
Incarcare specializari din csv,2020-04-22 22:06:06.78
Selectare facultate dupa ID,2020-04-22 22:06:06.781
Incarcare repartizare din csv,2020-04-22 22:06:06.782
Selectare candidat dupa ID,2020-04-22 22:06:06.782
Selectare specializare dupa ID,2020-04-22 22:06:06.783
Selectare medie dupa ID,2020-04-22 22:06:06.783
Incarcare facultati din csv,2020-04-22 22:06:31.232
Incarcare candidati din csv,2020-04-22 22:06:31.24
Incarcare facultati din csv,2020-04-22 22:06:31.241
Incarcare specializari din csv,2020-04-22 22:06:31.242
Selectare facultate dupa ID,2020-04-22 22:06:31.243
Incarcare repartizare din csv,2020-04-22 22:06:31.243
Selectare candidat dupa ID,2020-04-22 22:06:31.244
Selectare specializare dupa ID,2020-04-22 22:06:31.244
Selectare medie dupa ID,2020-04-22 22:06:31.244
Incarcare facultati din csv,2020-04-22 22:06:41.874
Incarcare candidati din csv,2020-04-22 22:06:41.882
Incarcare facultati din csv,2020-04-22 22:06:41.883
Incarcare specializari din csv,2020-04-22 22:06:41.884
Selectare facultate dupa ID,2020-04-22 22:06:41.885
Incarcare repartizare din csv,2020-04-22 22:06:41.885
Selectare candidat dupa ID,2020-04-22 22:06:41.886
Selectare specializare dupa ID,2020-04-22 22:06:41.886
Selectare medie dupa ID,2020-04-22 22:06:41.886
Selectare candidat dupa ID,2020-04-22 22:06:41.886
Selectare specializare dupa ID,2020-04-22 22:06:41.886
Selectare medie dupa ID,2020-04-22 22:06:41.886
Incarcare facultati din csv,2020-04-22 22:06:54.471
Incarcare candidati din csv,2020-04-22 22:06:54.479
Incarcare facultati din csv,2020-04-22 22:06:54.48
Incarcare specializari din csv,2020-04-22 22:06:54.481
Selectare facultate dupa ID,2020-04-22 22:06:54.482
Incarcare repartizare din csv,2020-04-22 22:06:54.482
Selectare candidat dupa ID,2020-04-22 22:06:54.483
Selectare specializare dupa ID,2020-04-22 22:06:54.483
Selectare medie dupa ID,2020-04-22 22:06:54.483
Selectare candidat dupa ID,2020-04-22 22:06:54.483
Selectare specializare dupa ID,2020-04-22 22:06:54.483
Selectare medie dupa ID,2020-04-22 22:06:54.484
Incarcare facultati din csv,2020-04-22 22:06:58.07
Incarcare candidati din csv,2020-04-22 22:06:58.078
Incarcare facultati din csv,2020-04-22 22:06:58.079
Incarcare specializari din csv,2020-04-22 22:06:58.08
Selectare facultate dupa ID,2020-04-22 22:06:58.081
Incarcare repartizare din csv,2020-04-22 22:06:58.081
Selectare candidat dupa ID,2020-04-22 22:06:58.082
Selectare specializare dupa ID,2020-04-22 22:06:58.082
Selectare medie dupa ID,2020-04-22 22:06:58.082
Selectare candidat dupa ID,2020-04-22 22:06:58.083
Selectare specializare dupa ID,2020-04-22 22:06:58.083
Selectare medie dupa ID,2020-04-22 22:06:58.083
Incarcare facultati din csv,2020-04-22 22:08:52.799
Incarcare candidati din csv,2020-04-22 22:08:52.807
Incarcare facultati din csv,2020-04-22 22:08:52.807
Incarcare specializari din csv,2020-04-22 22:08:52.808
Selectare facultate dupa ID,2020-04-22 22:08:52.809
Incarcare repartizare din csv,2020-04-22 22:08:52.809
Selectare candidat dupa ID,2020-04-22 22:08:52.81
Selectare specializare dupa ID,2020-04-22 22:08:52.81
Selectare medie dupa ID,2020-04-22 22:08:52.81
Selectare candidat dupa ID,2020-04-22 22:08:52.81
Selectare specializare dupa ID,2020-04-22 22:08:52.81
Selectare medie dupa ID,2020-04-22 22:08:52.81
Incarcare facultati din csv,2020-04-22 22:10:33.46
Incarcare candidati din csv,2020-04-22 22:10:33.468
Incarcare facultati din csv,2020-04-22 22:10:33.469
Incarcare specializari din csv,2020-04-22 22:10:33.47
Selectare facultate dupa ID,2020-04-22 22:10:33.471
Incarcare repartizare din csv,2020-04-22 22:10:33.471
Selectare candidat dupa ID,2020-04-22 22:10:33.471
Selectare specializare dupa ID,2020-04-22 22:10:33.472
Selectare medie dupa ID,2020-04-22 22:10:33.472
Selectare candidat dupa ID,2020-04-22 22:10:33.472
Selectare specializare dupa ID,2020-04-22 22:10:33.472
Selectare medie dupa ID,2020-04-22 22:10:33.472
Selectare candidat dupa ID,2020-04-22 22:10:33.472
Selectare specializare dupa ID,2020-04-22 22:10:33.472
Selectare medie dupa ID,2020-04-22 22:10:33.472
Adaugare medie noua,2020-04-22 22:10:51.185
Incarcare facultati din csv,2020-04-22 22:11:31.326
Incarcare candidati din csv,2020-04-22 22:11:31.337
Incarcare facultati din csv,2020-04-22 22:11:31.338
Incarcare facultati din csv,2020-04-22 22:15:52.666
Incarcare candidati din csv,2020-04-22 22:15:52.675
Incarcare facultati din csv,2020-04-22 22:15:52.676
Incarcare facultati din csv,2020-04-22 22:17:51.448
Incarcare candidati din csv,2020-04-22 22:17:51.457
Incarcare facultati din csv,2020-04-22 22:17:51.457
Incarcare facultati din csv,2020-04-22 22:19:40.565
Incarcare candidati din csv,2020-04-22 22:19:40.576
Incarcare facultati din csv,2020-04-22 22:19:40.576
Incarcare facultati din csv,2020-04-22 22:19:43.55
Incarcare candidati din csv,2020-04-22 22:19:43.559
Incarcare facultati din csv,2020-04-22 22:19:43.559
Incarcare facultati din csv,2020-04-22 22:20:00.207
Incarcare candidati din csv,2020-04-22 22:20:00.222
Incarcare facultati din csv,2020-04-22 22:20:00.223
Incarcare facultati din csv,2020-04-22 22:20:45.205
Incarcare candidati din csv,2020-04-22 22:20:45.216
Incarcare facultati din csv,2020-04-22 22:20:45.217
Incarcare facultati din csv,2020-04-22 22:23:23.253
Incarcare candidati din csv,2020-04-22 22:23:23.265
Incarcare facultati din csv,2020-04-22 22:23:23.266
Incarcare facultati din csv,2020-04-22 22:24:44.244
Incarcare candidati din csv,2020-04-22 22:24:44.254
Incarcare facultati din csv,2020-04-22 22:24:44.255
Incarcare specializari din csv,2020-04-22 22:24:44.257
Selectare facultate dupa ID,2020-04-22 22:24:44.258
Incarcare repartizare din csv,2020-04-22 22:24:44.258
Selectare candidat dupa ID,2020-04-22 22:24:44.259
Selectare specializare dupa ID,2020-04-22 22:24:44.259
Selectare medie dupa ID,2020-04-22 22:24:44.259
Selectare candidat dupa ID,2020-04-22 22:24:44.259
Selectare specializare dupa ID,2020-04-22 22:24:44.259
Selectare medie dupa ID,2020-04-22 22:24:44.26
Selectare candidat dupa ID,2020-04-22 22:24:44.26
Selectare specializare dupa ID,2020-04-22 22:24:44.26
Selectare medie dupa ID,2020-04-22 22:24:44.26
Incarcare facultati din csv,2020-04-22 22:25:00.732
Incarcare candidati din csv,2020-04-22 22:25:00.742
Incarcare facultati din csv,2020-04-22 22:25:00.743
Incarcare specializari din csv,2020-04-22 22:25:00.747
Selectare facultate dupa ID,2020-04-22 22:25:00.748
Incarcare repartizare din csv,2020-04-22 22:25:00.748
Selectare candidat dupa ID,2020-04-22 22:25:00.749
Selectare specializare dupa ID,2020-04-22 22:25:00.749
Selectare medie dupa ID,2020-04-22 22:25:00.749
Selectare candidat dupa ID,2020-04-22 22:25:00.75
Selectare specializare dupa ID,2020-04-22 22:25:00.75
Selectare medie dupa ID,2020-04-22 22:25:00.75
Selectare candidat dupa ID,2020-04-22 22:25:00.75
Selectare specializare dupa ID,2020-04-22 22:25:00.75
Selectare medie dupa ID,2020-04-22 22:25:00.75
Adaugare medie noua,2020-04-22 22:25:30.871
Selectare candidat dupa ID,2020-04-22 22:25:30.874
Selectare specializare dupa ID,2020-04-22 22:25:30.875
Adaugare optiune noua,2020-04-22 22:25:30.875
Incarcare facultati din csv,2020-04-22 22:31:09.143
Incarcare candidati din csv,2020-04-22 22:31:09.157
Incarcare facultati din csv,2020-04-22 22:31:09.158
Incarcare specializari din csv,2020-04-22 22:31:09.16
Selectare facultate dupa ID,2020-04-22 22:31:09.161
Incarcare repartizare din csv,2020-04-22 22:31:09.161
Selectare candidat dupa ID,2020-04-22 22:31:09.162
Selectare specializare dupa ID,2020-04-22 22:31:09.162
Selectare medie dupa ID,2020-04-22 22:31:09.162
Selectare candidat dupa ID,2020-04-22 22:31:09.163
Selectare specializare dupa ID,2020-04-22 22:31:09.163
Selectare medie dupa ID,2020-04-22 22:31:09.163
Selectare candidat dupa ID,2020-04-22 22:31:09.164
Selectare specializare dupa ID,2020-04-22 22:31:09.164
Selectare medie dupa ID,2020-04-22 22:31:09.164
Selectare candidat dupa ID,2020-04-22 22:31:09.164
Selectare specializare dupa ID,2020-04-22 22:31:09.165
Selectare medie dupa ID,2020-04-22 22:31:09.165
Afisare candidati,2020-04-22 22:31:10.969
Incarcare facultati din csv,2020-04-22 22:35:00.662
Incarcare candidati din csv,2020-04-22 22:35:00.671
Incarcare facultati din csv,2020-04-22 22:35:00.672
Incarcare specializari din csv,2020-04-22 22:35:00.674
Selectare facultate dupa ID,2020-04-22 22:35:00.674
Incarcare repartizare din csv,2020-04-22 22:35:00.674
Selectare candidat dupa ID,2020-04-22 22:35:00.675
Selectare specializare dupa ID,2020-04-22 22:35:00.675
Selectare medie dupa ID,2020-04-22 22:35:00.675
Selectare candidat dupa ID,2020-04-22 22:35:00.675
Selectare specializare dupa ID,2020-04-22 22:35:00.675
Selectare medie dupa ID,2020-04-22 22:35:00.676
Selectare candidat dupa ID,2020-04-22 22:35:00.676
Selectare specializare dupa ID,2020-04-22 22:35:00.676
Selectare medie dupa ID,2020-04-22 22:35:00.676
Selectare candidat dupa ID,2020-04-22 22:35:00.676
Selectare specializare dupa ID,2020-04-22 22:35:00.676
Selectare medie dupa ID,2020-04-22 22:35:00.676
Stergere candidat,2020-04-22 22:35:11.325
Incarcare candidati in csv,2020-04-22 22:35:11.325
Incarcare facultati din csv,2020-04-22 22:41:42.724
Incarcare candidati din csv,2020-04-22 22:41:42.734
Incarcare facultati din csv,2020-04-22 22:41:42.735
Incarcare specializari din csv,2020-04-22 22:41:42.737
Selectare facultate dupa ID,2020-04-22 22:41:42.738
Incarcare repartizare din csv,2020-04-22 22:41:42.738
Selectare candidat dupa ID,2020-04-22 22:41:42.739
Selectare specializare dupa ID,2020-04-22 22:41:42.739
Selectare medie dupa ID,2020-04-22 22:41:42.739
Selectare candidat dupa ID,2020-04-22 22:41:42.739
Selectare specializare dupa ID,2020-04-22 22:41:42.74
Selectare medie dupa ID,2020-04-22 22:41:42.74
Selectare candidat dupa ID,2020-04-22 22:41:42.74
Selectare specializare dupa ID,2020-04-22 22:41:42.74
Selectare medie dupa ID,2020-04-22 22:41:42.74
Selectare candidat dupa ID,2020-04-22 22:41:42.74
Selectare specializare dupa ID,2020-04-22 22:41:42.741
Selectare medie dupa ID,2020-04-22 22:41:42.741
Selectare facultati,2020-04-22 22:41:47.642
Selectare facultati cu admitere,2020-04-22 22:41:47.67
Selectare facultati fara admitere,2020-04-22 22:41:47.67
Incarcare facultati din csv,2020-04-22 22:42:49.052
Incarcare candidati din csv,2020-04-22 22:42:49.064
Incarcare facultati din csv,2020-04-22 22:42:49.064
Incarcare specializari din csv,2020-04-22 22:42:49.066
Selectare facultate dupa ID,2020-04-22 22:42:49.067
Incarcare repartizare din csv,2020-04-22 22:42:49.068
Selectare candidat dupa ID,2020-04-22 22:42:49.068
Selectare specializare dupa ID,2020-04-22 22:42:49.069
Selectare medie dupa ID,2020-04-22 22:42:49.069
Selectare candidat dupa ID,2020-04-22 22:42:49.069
Selectare specializare dupa ID,2020-04-22 22:42:49.069
Selectare medie dupa ID,2020-04-22 22:42:49.069
Selectare candidat dupa ID,2020-04-22 22:42:49.069
Selectare specializare dupa ID,2020-04-22 22:42:49.07
Selectare medie dupa ID,2020-04-22 22:42:49.07
Selectare candidat dupa ID,2020-04-22 22:42:49.07
Selectare specializare dupa ID,2020-04-22 22:42:49.07
Selectare medie dupa ID,2020-04-22 22:42:49.07
Selectare facultati,2020-04-22 22:42:51.011
Selectare facultati cu admitere,2020-04-22 22:43:00.876
Selectare facultati fara admitere,2020-04-22 22:43:20.346
Incarcare facultati din csv,2020-04-22 22:44:46.142
Incarcare candidati din csv,2020-04-22 22:44:46.15
Incarcare facultati din csv,2020-04-22 22:44:46.151
Incarcare specializari din csv,2020-04-22 22:44:46.153
Selectare facultate dupa ID,2020-04-22 22:44:46.153
Incarcare repartizare din csv,2020-04-22 22:44:46.154
Selectare candidat dupa ID,2020-04-22 22:44:46.154
Selectare specializare dupa ID,2020-04-22 22:44:46.154
Selectare medie dupa ID,2020-04-22 22:44:46.154
Selectare candidat dupa ID,2020-04-22 22:44:46.154
Selectare specializare dupa ID,2020-04-22 22:44:46.155
Selectare medie dupa ID,2020-04-22 22:44:46.155
Selectare candidat dupa ID,2020-04-22 22:44:46.155
Selectare specializare dupa ID,2020-04-22 22:44:46.155
Selectare medie dupa ID,2020-04-22 22:44:46.155
Selectare candidat dupa ID,2020-04-22 22:44:46.155
Selectare specializare dupa ID,2020-04-22 22:44:46.155
Selectare medie dupa ID,2020-04-22 22:44:46.155
Selectare facultati fara admitere,2020-04-22 22:44:48.259
Incarcare facultati din csv,2020-04-22 22:47:17.761
Incarcare facultati din csv,2020-04-22 22:47:21.011
Incarcare facultati din csv,2020-04-22 22:47:24.625
Incarcare facultati din csv,2020-04-22 22:47:36.365
Incarcare facultati din csv,2020-04-22 22:47:50.54
Incarcare facultati din csv,2020-04-22 22:48:35.525
Incarcare facultati din csv,2020-04-22 22:49:38.601
Incarcare facultati din csv,2020-04-22 22:50:29.308
Incarcare facultati din csv,2020-04-22 22:51:30.71
Incarcare facultati din csv,2020-04-22 22:56:33.648
Incarcare candidati din csv,2020-04-22 22:56:33.658
Incarcare facultati din csv,2020-04-22 22:56:33.658
Incarcare specializari din csv,2020-04-22 22:56:33.66
Selectare facultate dupa ID,2020-04-22 22:56:33.661
Incarcare repartizare din csv,2020-04-22 22:56:33.661
Selectare candidat dupa ID,2020-04-22 22:56:33.661
Selectare specializare dupa ID,2020-04-22 22:56:33.662
Selectare medie dupa ID,2020-04-22 22:56:33.662
Selectare candidat dupa ID,2020-04-22 22:56:33.662
Selectare specializare dupa ID,2020-04-22 22:56:33.662
Selectare medie dupa ID,2020-04-22 22:56:33.662
Selectare candidat dupa ID,2020-04-22 22:56:33.662
Selectare specializare dupa ID,2020-04-22 22:56:33.662
Selectare medie dupa ID,2020-04-22 22:56:33.662
Selectare candidat dupa ID,2020-04-22 22:56:33.662
Selectare specializare dupa ID,2020-04-22 22:56:33.663
Selectare medie dupa ID,2020-04-22 22:56:33.663
Selectare facultati fara admitere,2020-04-22 22:56:43.696
Selectare facultati cu admitere,2020-04-22 22:56:49.197
Incarcare facultati din csv,2020-04-22 22:58:42.21
Incarcare candidati din csv,2020-04-22 22:58:42.221
Incarcare facultati din csv,2020-04-22 22:58:42.221
Incarcare specializari din csv,2020-04-22 22:58:42.223
Selectare facultate dupa ID,2020-04-22 22:58:42.224
Incarcare repartizare din csv,2020-04-22 22:58:42.224
Selectare candidat dupa ID,2020-04-22 22:58:42.224
Selectare specializare dupa ID,2020-04-22 22:58:42.225
Selectare medie dupa ID,2020-04-22 22:58:42.225
Selectare candidat dupa ID,2020-04-22 22:58:42.225
Selectare specializare dupa ID,2020-04-22 22:58:42.225
Selectare medie dupa ID,2020-04-22 22:58:42.225
Selectare candidat dupa ID,2020-04-22 22:58:42.225
Selectare specializare dupa ID,2020-04-22 22:58:42.225
Selectare medie dupa ID,2020-04-22 22:58:42.225
Selectare candidat dupa ID,2020-04-22 22:58:42.226
Selectare specializare dupa ID,2020-04-22 22:58:42.226
Selectare medie dupa ID,2020-04-22 22:58:42.226
Stergere facultate dupa ID,2020-04-22 22:58:48.406
Incarcare facultati in csv,2020-04-22 22:58:48.406
Adaugare facultate noua,2020-04-22 23:00:05.074
Adaugare facultate noua,2020-04-22 23:00:12.307
Stergere facultate dupa ID,2020-04-22 23:00:34.654
Incarcare facultati in csv,2020-04-22 23:00:34.655
Selectare facultati fara admitere,2020-04-22 23:10:50.332
Selectare facultati cu admitere,2020-04-22 23:10:56.832
Incarcare facultati din csv,2020-04-22 23:11:40.197
Incarcare candidati din csv,2020-04-22 23:11:40.205
Incarcare facultati din csv,2020-04-22 23:11:40.205
Incarcare specializari din csv,2020-04-22 23:11:40.207
Selectare facultate dupa ID,2020-04-22 23:11:40.208
Incarcare repartizare din csv,2020-04-22 23:11:40.208
Selectare candidat dupa ID,2020-04-22 23:11:40.208
Selectare specializare dupa ID,2020-04-22 23:11:40.208
Selectare medie dupa ID,2020-04-22 23:11:40.209
Selectare candidat dupa ID,2020-04-22 23:11:40.209
Selectare specializare dupa ID,2020-04-22 23:11:40.209
Selectare medie dupa ID,2020-04-22 23:11:40.209
Selectare candidat dupa ID,2020-04-22 23:11:40.209
Selectare specializare dupa ID,2020-04-22 23:11:40.209
Selectare medie dupa ID,2020-04-22 23:11:40.209
Selectare candidat dupa ID,2020-04-22 23:11:40.209
Selectare specializare dupa ID,2020-04-22 23:11:40.209
Selectare medie dupa ID,2020-04-22 23:11:40.21
Stergere facultate dupa ID,2020-04-22 23:11:45.975
Incarcare facultati in csv,2020-04-22 23:11:45.975
Incarcare facultati in csv,2020-04-22 23:11:45.976
Incarcare facultati din csv,2020-04-22 23:14:22.033
Incarcare candidati din csv,2020-04-22 23:14:22.041
Incarcare facultati din csv,2020-04-22 23:14:22.041
Incarcare specializari din csv,2020-04-22 23:14:22.043
Selectare facultate dupa ID,2020-04-22 23:14:22.044
Incarcare repartizare din csv,2020-04-22 23:14:22.044
Selectare candidat dupa ID,2020-04-22 23:14:22.044
Selectare specializare dupa ID,2020-04-22 23:14:22.045
Selectare medie dupa ID,2020-04-22 23:14:22.045
Selectare candidat dupa ID,2020-04-22 23:14:22.045
Selectare specializare dupa ID,2020-04-22 23:14:22.045
Selectare medie dupa ID,2020-04-22 23:14:22.045
Selectare candidat dupa ID,2020-04-22 23:14:22.045
Selectare specializare dupa ID,2020-04-22 23:14:22.045
Selectare medie dupa ID,2020-04-22 23:14:22.045
Selectare candidat dupa ID,2020-04-22 23:14:22.046
Selectare specializare dupa ID,2020-04-22 23:14:22.046
Selectare medie dupa ID,2020-04-22 23:14:22.046
Stergere facultate dupa ID,2020-04-22 23:14:29.879
Incarcare facultati in csv,2020-04-22 23:14:29.879
Selectare facultati,2020-04-22 23:18:50.915
Incarcare facultati din csv,2020-04-22 23:19:11.299
Incarcare candidati din csv,2020-04-22 23:19:11.31
Incarcare facultati din csv,2020-04-22 23:19:11.311
Incarcare specializari din csv,2020-04-22 23:19:11.313
Selectare facultate dupa ID,2020-04-22 23:19:11.313
Incarcare repartizare din csv,2020-04-22 23:19:11.314
Selectare candidat dupa ID,2020-04-22 23:19:11.314
Selectare specializare dupa ID,2020-04-22 23:19:11.314
Selectare medie dupa ID,2020-04-22 23:19:11.314
Selectare candidat dupa ID,2020-04-22 23:19:11.315
Selectare specializare dupa ID,2020-04-22 23:19:11.315
Selectare medie dupa ID,2020-04-22 23:19:11.315
Selectare candidat dupa ID,2020-04-22 23:19:11.315
Selectare specializare dupa ID,2020-04-22 23:19:11.315
Selectare medie dupa ID,2020-04-22 23:19:11.315
Selectare candidat dupa ID,2020-04-22 23:19:11.315
Selectare specializare dupa ID,2020-04-22 23:19:11.315
Selectare medie dupa ID,2020-04-22 23:19:11.316
Adaugare facultate noua,2020-04-22 23:19:18.873
Adaugare facultate noua,2020-04-22 23:19:28.8
Adaugare facultate noua,2020-04-22 23:19:32.477
Selectare facultati,2020-04-22 23:19:36.091
Stergere facultate dupa ID,2020-04-22 23:20:05.39
Incarcare facultati in csv,2020-04-22 23:20:05.391
Incarcare facultati din csv,2020-04-22 23:21:26.125
Incarcare candidati din csv,2020-04-22 23:21:26.135
Incarcare facultati din csv,2020-04-22 23:21:26.135
Incarcare specializari din csv,2020-04-22 23:21:26.137
Selectare facultate dupa ID,2020-04-22 23:21:26.137
Incarcare repartizare din csv,2020-04-22 23:21:26.138
Selectare candidat dupa ID,2020-04-22 23:21:26.138
Selectare specializare dupa ID,2020-04-22 23:21:26.138
Selectare medie dupa ID,2020-04-22 23:21:26.138
Selectare candidat dupa ID,2020-04-22 23:21:26.139
Selectare specializare dupa ID,2020-04-22 23:21:26.139
Selectare medie dupa ID,2020-04-22 23:21:26.139
Selectare candidat dupa ID,2020-04-22 23:21:26.139
Selectare specializare dupa ID,2020-04-22 23:21:26.139
Selectare medie dupa ID,2020-04-22 23:21:26.139
Selectare candidat dupa ID,2020-04-22 23:21:26.139
Selectare specializare dupa ID,2020-04-22 23:21:26.139
Selectare medie dupa ID,2020-04-22 23:21:26.14
Stergere facultate dupa ID,2020-04-22 23:21:29.86
Incarcare facultati in csv,2020-04-22 23:21:29.86
Selectare facultati,2020-04-22 23:21:39.208
Adaugare facultate noua,2020-04-22 23:21:50.632
Adaugare facultate noua,2020-04-22 23:21:55.136
Selectare facultati,2020-04-22 23:21:56.659
Stergere facultate dupa ID,2020-04-22 23:22:09.082
Incarcare facultati in csv,2020-04-22 23:22:09.083
Incarcare facultati din csv,2020-04-22 23:24:34.19
Incarcare candidati din csv,2020-04-22 23:24:34.198
Incarcare facultati din csv,2020-04-22 23:24:34.199
Incarcare specializari din csv,2020-04-22 23:24:34.202
Selectare facultate dupa ID,2020-04-22 23:24:34.203
Incarcare repartizare din csv,2020-04-22 23:24:34.203
Selectare candidat dupa ID,2020-04-22 23:24:34.203
Selectare specializare dupa ID,2020-04-22 23:24:34.203
Selectare medie dupa ID,2020-04-22 23:24:34.204
